	9.600430E-6	1.288004E-5	-1.614102E-5	-0.000212	0.097780
	1.366300E-6	8.605576E-6	-1.739938E-5	-0.000222	0.097780
	1.097825E-5	8.963272E-6	-1.405667E-5	-0.000220	0.097780
	-5.594388E-6	1.049242E-5	-1.491844E-5	-0.000218	0.097780
	-1.034221E-5	1.016453E-5	-1.176657E-5	-0.000222	0.097780
	8.252430E-6	6.456419E-6	-1.316210E-5	-0.000222	0.097780
	-1.710010E-5	1.755692E-5	-1.111055E-5	-0.000205	0.097780
	6.028310E-7	1.502026E-5	-9.637493E-6	-0.000190	0.097780
	8.839944E-6	1.565219E-5	-1.210949E-5	-0.000228	0.097780
	6.416009E-7	1.461785E-5	-7.979556E-6	-0.000210	0.097780
	-6.587494E-6	4.253608E-6	-1.986243E-5	-0.000215	0.097780
	1.430650E-5	1.708297E-5	-1.613505E-5	-0.000214	0.097780
	-1.417745E-5	7.911050E-6	-1.586370E-5	-0.000197	0.097780
	1.239485E-5	1.778346E-5	-1.679107E-5	-0.000201	0.097132
	1.490892E-5	9.866454E-6	-3.345684E-6	-0.000174	0.097780
	1.789421E-5	1.584892E-5	-1.477531E-5	-0.000236	0.097132
	2.206644E-5	1.843029E-5	-1.140874E-5	-0.000239	0.097132
	1.369282E-6	1.639143E-5	-8.814488E-6	-0.000210	0.097132
	2.818680E-6	1.822164E-5	-3.855588E-6	-0.000185	0.097132
	3.022940E-8	4.384763E-6	-7.502452E-6	-0.000211	0.097132
	1.445860E-5	2.397458E-5	-6.417041E-6	-0.000225	0.097132
	1.905432E-5	1.027184E-5	-2.212562E-6	-0.000220	0.096483
	2.940887E-5	1.689518E-5	-1.985937E-6	-0.000219	0.096483
	2.036952E-5	1.307380E-5	1.929298E-6	-0.000212	0.096483
	9.895678E-6	1.037319E-5	-1.467087E-6	-0.000217	0.096483
	1.730140E-6	1.308870E-5	8.051950E-8	-0.000217	0.096483
	1.317323E-5	8.805290E-6	3.196605E-6	-0.000223	0.095835
	-8.657211E-6	1.682960E-5	-6.828469E-7	-0.000195	0.095835
	-1.371452E-6	9.478950E-6	2.823868E-6	-0.000201	0.095835
	-1.950018E-6	1.090377E-5	1.136999E-5	-0.000214	0.095187
	3.369741E-5	1.595921E-5	-1.130132E-6	-0.000215	0.095187
	9.317112E-6	1.141647E-5	6.482659E-6	-0.000201	0.095187
	2.088844E-5	9.532605E-6	1.747402E-6	-0.000225	0.095187
	5.574325E-6	1.086204E-5	2.636008E-6	-0.000216	0.095187
	9.317112E-6	7.598066E-6	4.168704E-6	-0.000247	0.095187
	2.466768E-6	1.226004E-5	4.443039E-6	-0.000226	0.094538
	9.036775E-6	1.898472E-5	5.653691E-6	-0.000215	0.094538
	-2.468938E-6	9.076542E-6	1.016836E-6	-0.000217	0.094538
	-1.520634E-5	8.545960E-6	7.445813E-6	-0.000216	0.094538
	-1.263858E-5	8.951349E-6	6.691392E-6	-0.000176	0.094538
	7.190732E-6	5.869202E-6	4.595116E-6	-0.000192	0.094538
	5.879195E-7	1.727970E-5	3.977863E-6	-0.000207	0.094538
	7.984023E-6	1.228686E-5	-9.512179E-7	-0.000258	0.095187
	-1.071500E-5	1.366697E-5	2.293089E-6	-0.000212	0.095187
	7.053546E-6	1.317514E-5	1.192842E-7	-0.000207	0.095187
	2.243096E-6	1.087993E-5	4.138885E-6	-0.000222	0.095187
	1.583940E-5	1.149099E-5	1.920352E-6	-0.000219	0.095187
	1.292271E-5	1.024800E-5	5.993701E-7	-0.000206	0.095187
	8.959236E-6	1.461487E-5	6.971690E-6	-0.000209	0.095835
	7.825962E-6	1.206628E-5	-2.597227E-6	-0.000228	0.095835
	-1.371519E-5	1.803683E-5	5.274989E-6	-0.000193	0.095835
	6.844785E-6	1.521401E-5	-2.758249E-6	-0.000175	0.096483
	-1.123921E-6	9.404430E-6	4.040483E-6	-0.000220	0.096483
	-6.345928E-6	1.319601E-5	6.157632E-6	-0.000240	0.096483
	-1.189531E-6	1.080839E-5	-1.064530E-6	-0.000238	0.096483
	2.442544E-5	1.067425E-5	3.512686E-6	-0.000225	0.096483
	1.349830E-5	2.359006E-5	-1.553562E-6	-0.000216	0.097132
	3.918485E-5	-5.106104E-6	-9.899900E-6	-0.000206	0.097132
	7.280876E-7	1.304995E-5	-1.144751E-5	-0.000206	0.097132
	-1.809850E-6	9.028850E-6	-1.151005E-6	-0.000222	0.097780
	2.616711E-5	5.979491E-6	-8.820452E-6	-0.000249	0.097780
	2.730933E-5	2.579585E-5	-9.333339E-6	-0.000230	0.097780
	1.113631E-5	3.997259E-6	-1.176657E-5	-0.000221	0.097780
	1.266325E-5	2.189696E-5	-1.107179E-5	-0.000204	0.097780
	1.256630E-7	4.542746E-6	-1.163537E-5	-0.000235	0.097780
	-6.023840E-6	8.766539E-6	-1.391354E-5	-0.000193	0.097780
	2.389229E-6	1.268629E-5	-1.258957E-5	-0.000225	0.097780
	6.173767E-6	8.355189E-6	-1.133718E-5	-0.000203	0.097780
	1.464716E-6	2.070762E-5	-1.651375E-5	-0.000208	0.097780
	8.347864E-6	1.028675E-5	-1.329927E-5	-0.000209	0.097780
	1.323585E-5	2.455882E-5	-1.425347E-5	-0.000213	0.097780
	1.739020E-5	9.970782E-6	-1.444432E-5	-0.000212	0.097780
	7.632112E-6	1.144634E-6	-1.489458E-5	-0.000192	0.097780
	-6.769415E-6	2.060330E-5	-1.542238E-5	-0.000192	0.097780
	1.616813E-6	4.587458E-6	-1.389266E-5	-0.000247	0.097780
	5.890449E-6	1.723201E-5	-2.081067E-5	-0.000194	0.097780
	3.096861E-5	9.714434E-6	-1.179937E-5	-0.000211	0.097780
	1.312551E-5	2.007868E-5	-1.835359E-5	-0.000170	0.097780
	2.721688E-5	4.736498E-6	-1.960002E-5	-0.000205	0.097780
